   5.9595960e-01   1.4155202e-06   1.7545760e-02   1.2674472e-01   3.0732387e-01
   6.0606061e-01   1.9821803e-06   1.9415487e-02   1.3366178e-01   3.1747037e-01
   6.1616162e-01   2.7756856e-06   2.1483942e-02   1.4093716e-01   3.2787635e-01
   6.2626263e-01   3.8868463e-06   2.3772249e-02   1.4858942e-01   3.3854846e-01
   6.3636364e-01   5.4428261e-06   2.6303775e-02   1.5663808e-01   3.4949350e-01
   6.4646465e-01   7.6216949e-06   2.9104372e-02   1.6510368e-01   3.6071844e-01
   6.5656566e-01   1.0672807e-05   3.2202637e-02   1.7400782e-01   3.7223045e-01
   6.6666667e-01   1.4945339e-05   3.5630211e-02   1.8337321e-01   3.8403688e-01
   6.7676768e-01   2.0928247e-05   3.9422094e-02   1.9322375e-01   3.9614524e-01
   6.8686869e-01   2.9306230e-05   4.3617008e-02   2.0358457e-01   4.0856326e-01
   6.9696970e-01   4.1038082e-05   4.8257790e-02   2.1448211e-01   4.2129886e-01
   7.0707071e-01   5.7466421e-05   5.3391831e-02   2.2594415e-01   4.3436016e-01
   7.1717172e-01   8.0471343e-05   5.9071558e-02   2.3799996e-01   4.4775549e-01
   7.2727273e-01   1.1268558e-04   6.5354970e-02   2.5068028e-01   4.6149339e-01
   7.3737374e-01   1.5779580e-04   7.2306233e-02   2.6401748e-01   4.7558263e-01
   7.4747475e-01   2.2096452e-04   7.9996330e-02   2.7804556e-01   4.9003219e-01
   7.5757576e-01   3.0942090e-04   8.8503791e-02   2.9280034e-01   5.0485128e-01
   7.6767677e-01   4.3328808e-04   9.7915492e-02   3.0831944e-01   5.2004936e-01
   7.7777778e-01   6.0674169e-04   1.0832754e-01   3.2464246e-01   5.3563611e-01
   7.8787879e-01   8.4963215e-04   1.1984626e-01   3.4181106e-01   5.5162148e-01
   7.9797980e-01   1.1897564e-03   1.3258929e-01   3.5986902e-01   5.6801566e-01
   8.0808081e-01   1.6660389e-03   1.4668674e-01   3.7886243e-01   5.8482911e-01
   8.1818182e-01   2.3329865e-03   1.6228258e-01   3.9883974e-01   6.0207254e-01
   8.2828283e-01   3.2669262e-03   1.7953607e-01   4.1985191e-01   6.1975696e-01
   8.3838384e-01   4.5747401e-03   1.9862339e-01   4.4195256e-01   6.3789365e-01
   8.4848485e-01   6.4060972e-03   2.1973946e-01   4.6519807e-01   6.5649416e-01
   8.5858586e-01   8.9705821e-03   2.4309991e-01   4.8964775e-01   6.7557036e-01
   8.6868687e-01   1.2561680e-02   2.6894330e-01   5.1536398e-01   6.9513442e-01
   8.7878788e-01   1.7590364e-02   2.9753352e-01   5.4241236e-01   7.1519881e-01
   8.8888889e-01   2.4632127e-02   3.2916253e-01   5.7086191e-01   7.3577633e-01
   8.9898990e-01   3.4492845e-02   3.6415332e-01   6.0078521e-01   7.5688010e-01
   9.0909091e-01   4.8300999e-02   4.0286321e-01   6.3225860e-01   7.7852358e-01
   9.1919192e-01   6.7636825e-02   4.4568749e-01   6.6536238e-01   8.0072057e-01
   9.2929293e-01   9.4713157e-02   4.9306346e-01   7.0018100e-01   8.2348523e-01
   9.3939394e-01   1.3262867e-01   5.4547493e-01   7.3680331e-01   8.4683207e-01
   9.4949495e-01   1.8572249e-01   6.0345709e-01   7.7532273e-01   8.7077599e-01
   9.5959596e-01   2.6007081e-01   6.6760206e-01   8.1583754e-01   8.9533225e-01
   9.6969697e-01   3.6418219e-01   7.3856485e-01   8.5845111e-01   9.2051651e-01
   9.7979798e-01   5.0997138e-01   8.1707012e-01   9.0327216e-01   9.4634484e-01
   9.8989899e-01   7.1412280e-01   9.0391954e-01   9.5041503e-01   9.7283371e-01
   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00   1.0000000e+00
